,Document Name,Category,Original Metadata,Metadata Match,Context,Possible Matches
656,FHLB_Chicago_2016_Renewal.pdf,Legal,"Limitation of liability (Limited—if so X what), if unlimited mark",Limitation of liability,"b) Worker's Compensation and Employers Liability: Statutory Worker's Compensation coverage.Employers Liability; $1,000,000 bodily injury each accident/ $1,000,000 per employee by discase/ $1,000,000 policy limit by disease.c) Professional Liability/Errors & Omissions: $1,000,000 minimum limits.",[]
658,FHLB_Chicago_2016_Renewal.pdf,Legal,"Limitation of liability (Limited—if so X what), if unlimited mark",Limitation of liability,"Employers Liability; $1,000,000 bodily injury each accident/ $1,000,000 per employee by discase/ $1,000,000 policy limit by disease.c) Professional Liability/Errors & Omissions: $1,000,000 minimum limits.d) Umbrella Liability: Limits: $1,000,000 minimum limits per occurrence and general aggregate.",[]
659,FHLB_Chicago_2016_Renewal.pdf,Legal,"Limitation of liability (Limited—if so X what), if unlimited mark",Limitation of liability,"c) Professional Liability/Errors & Omissions: $1,000,000 minimum limits.d) Umbrella Liability: Limits: $1,000,000 minimum limits per occurrence and general aggregate.9.0 GENERAL TERMS 9.1 Modification of the Agreement.",['9.1 Modification of the Agreement']
662,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"d) Umbrella Liability: Limits: $1,000,000 minimum limits per occurrence and general aggregate.9.0 GENERAL TERMS 9.1 Modification of the Agreement.The terms of this Agreement and the Order Form may only be modified by a written agreement duly signed by both parties hereto.",['9.1 Modification of the Agreement']
663,FHLB_Chicago_2016_Renewal.pdf,"Legal, Agreement","Agreement Type, Other Order Form Terms","Order Form, Other Order Form Terms","d) Umbrella Liability: Limits: $1,000,000 minimum limits per occurrence and general aggregate.9.0 GENERAL TERMS 9.1 Modification of the Agreement.The terms of this Agreement and the Order Form may only be modified by a written agreement duly signed by both parties hereto.",[]
664,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Order Form,9.0 GENERAL TERMS 9.1 Modification of the Agreement.The terms of this Agreement and the Order Form may only be modified by a written agreement duly signed by both parties hereto.Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification will be of no effect.,['9.1 Modification of the Agreement']
668,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,9.0 GENERAL TERMS 9.1 Modification of the Agreement.The terms of this Agreement and the Order Form may only be modified by a written agreement duly signed by both parties hereto.Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification will be of no effect.,['9.1 Modification of the Agreement']
669,FHLB_Chicago_2016_Renewal.pdf,"Legal, Agreement","Agreement Type, Other Order Form Terms","Order Form, Other Order Form Terms",9.0 GENERAL TERMS 9.1 Modification of the Agreement.The terms of this Agreement and the Order Form may only be modified by a written agreement duly signed by both parties hereto.Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification will be of no effect.,[]
670,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Order Form,The terms of this Agreement and the Order Form may only be modified by a written agreement duly signed by both parties hereto.Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification will be of no effect.9.2 Assignment.,[]
674,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,The terms of this Agreement and the Order Form may only be modified by a written agreement duly signed by both parties hereto.Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification will be of no effect.9.2 Assignment.,[]
675,FHLB_Chicago_2016_Renewal.pdf,"Legal, Agreement","Agreement Type, Other Order Form Terms","Order Form, Other Order Form Terms",The terms of this Agreement and the Order Form may only be modified by a written agreement duly signed by both parties hereto.Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification will be of no effect.9.2 Assignment.,[]
684,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"9.3 Survival.The provisions of Sections 7, 8 and 9 shall survive any termination of this Agreement, or such other terms that by their nature should survive the termination of this Agreement.9.4 Governing Law.",[]
687,FHLB_Chicago_2016_Renewal.pdf,Legal,Governing Law,Governing Law,"The provisions of Sections 7, 8 and 9 shall survive any termination of this Agreement, or such other terms that by their nature should survive the termination of this Agreement.9.4 Governing Law.This Agreement and all acts and transactions pursuant hereto and the rights and obligations of the parties hereto shall be governed, construed and interpreted in accordance with the laws of the State of Illinois and the United States of America, without giving effect to any choice-of-law provision or rule that would cause the application of laws of any other jurisdiction.",[]
688,FHLB_Chicago_2016_Renewal.pdf,Legal,Governing Law,Governing Law,"9.4 Governing Law.This Agreement and all acts and transactions pursuant hereto and the rights and obligations of the parties hereto shall be governed, construed and interpreted in accordance with the laws of the State of Illinois and the United States of America, without giving effect to any choice-of-law provision or rule that would cause the application of laws of any other jurisdiction.Any legal action or proceeding arising out of, or connected or relating to this Agreement or any right or obligation created by this Agreement, irrespective of the legal theory or claims underlying any such dispute (including tort and statutory claims), shall be resolved exclusively in any state or federal court located in Cook County, Illinois; Metric Stream and Customer agree to submit to the jurisdiction of, and agree that venue is proper in, these courts in any such legal action or proceeding.",[]
718,FHLB_Chicago_2016_Renewal.pdf,Date,Renewal Term,Renewal Term,"If one or more provisions of this Agreement are held to be unenforceable under applicable law, the parties agree to renegotiate such provision in good faith, in order to maintain the economic position enjoyed by each party as close as possible to that under the provision rendered unenforceable.In the event that the parties cannot reach a mutually agreeable and enforceable replacement for such provision, then: (a) such provision shall be excluded from this Agreement; (b) the balance of the Agreement shall be interpreted as if such provision were so excluded; and (c) the balance of the Agreement shall be enforceable in accordance with its terms.No failure of either party to exercise or enforce any of its rights under this Agreement will act as a waiver of such rights or of any other rights hereunder.",[]
720,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"If one or more provisions of this Agreement are held to be unenforceable under applicable law, the parties agree to renegotiate such provision in good faith, in order to maintain the economic position enjoyed by each party as close as possible to that under the provision rendered unenforceable.In the event that the parties cannot reach a mutually agreeable and enforceable replacement for such provision, then: (a) such provision shall be excluded from this Agreement; (b) the balance of the Agreement shall be interpreted as if such provision were so excluded; and (c) the balance of the Agreement shall be enforceable in accordance with its terms.No failure of either party to exercise or enforce any of its rights under this Agreement will act as a waiver of such rights or of any other rights hereunder.",[]
741,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"Each party acknowledges and agrees that the employees and consultants of the other party are a valuable asset to the other party and are difficult to replace.Accordingly, each party agrees that, for the term of this Agreement and for a period of twelve months thereafter, it will not offer employment as an employee, independent contractor, or consultant to any of the other party's employees or consultants.In the event that a party breaches the provisions of this Section, the parties agree that it would be difficult to determine the amount of actual damages to the other party that would result from such breach.",[]
743,FHLB_Chicago_2016_Renewal.pdf,Agreement,breach,breach,"Accordingly, each party agrees that, for the term of this Agreement and for a period of twelve months thereafter, it will not offer employment as an employee, independent contractor, or consultant to any of the other party's employees or consultants.In the event that a party breaches the provisions of this Section, the parties agree that it would be difficult to determine the amount of actual damages to the other party that would result from such breach.The parties further agree that in the event that a party breaches the provisions of this Section, the party shall pay the other party liquidated damages of $25,000 for each such breach, which is the parties' good faith estimate of the amount of damages to the other party from such breach.",[]
746,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"Accordingly, each party agrees that, for the term of this Agreement and for a period of twelve months thereafter, it will not offer employment as an employee, independent contractor, or consultant to any of the other party's employees or consultants.In the event that a party breaches the provisions of this Section, the parties agree that it would be difficult to determine the amount of actual damages to the other party that would result from such breach.The parties further agree that in the event that a party breaches the provisions of this Section, the party shall pay the other party liquidated damages of $25,000 for each such breach, which is the parties' good faith estimate of the amount of damages to the other party from such breach.",[]
749,FHLB_Chicago_2016_Renewal.pdf,Agreement,breach,breach,"In the event that a party breaches the provisions of this Section, the parties agree that it would be difficult to determine the amount of actual damages to the other party that would result from such breach.The parties further agree that in the event that a party breaches the provisions of this Section, the party shall pay the other party liquidated damages of $25,000 for each such breach, which is the parties' good faith estimate of the amount of damages to the other party from such breach.This provision shall not operate or be construed to prevent or limit any employee's right to practice his or her profession or to utilize his or her skills for another employer or to restrict any employee's freedom of movement or association, 9.11 Force Majeure.",[]
761,FHLB_Chicago_2016_Renewal.pdf,Legal,Renegotiation comments/terms,force majeure,"The parties further agree that in the event that a party breaches the provisions of this Section, the party shall pay the other party liquidated damages of $25,000 for each such breach, which is the parties' good faith estimate of the amount of damages to the other party from such breach.This provision shall not operate or be construed to prevent or limit any employee's right to practice his or her profession or to utilize his or her skills for another employer or to restrict any employee's freedom of movement or association, 9.11 Force Majeure.Except for Customer's obligation to pay for services already performed by the Company, if either party is prevented from complying, either totally or in part, with any of the terms or provisions of this Agreement by reasons of fire, flood, storm, earthquake, strike, lockout or other labor troublc, riot, war, rebellion, communications or utility failures, accident or other acts of God, then upon written notice to the other party, the requirements of this Agreement, or the affected provisions hereof to the extent affected, shall be suspended during the period of such disability, 9.12 Entire Agreement.",[]
764,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"This provision shall not operate or be construed to prevent or limit any employee's right to practice his or her profession or to utilize his or her skills for another employer or to restrict any employee's freedom of movement or association, 9.11 Force Majeure.Except for Customer's obligation to pay for services already performed by the Company, if either party is prevented from complying, either totally or in part, with any of the terms or provisions of this Agreement by reasons of fire, flood, storm, earthquake, strike, lockout or other labor troublc, riot, war, rebellion, communications or utility failures, accident or other acts of God, then upon written notice to the other party, the requirements of this Agreement, or the affected provisions hereof to the extent affected, shall be suspended during the period of such disability, 9.12 Entire Agreement.This Agreement, including all Exhibits hereto, is the product of both of the parties herelo, and constitutes the entire agreement between such parties pertaining to the subject matter hereof and merges all prior negotiations and drafts of the parties with regard to the transactions contemplated herein.",[]
768,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Order Form,"This Agreement, including all Exhibits hereto, is the product of both of the parties herelo, and constitutes the entire agreement between such parties pertaining to the subject matter hereof and merges all prior negotiations and drafts of the parties with regard to the transactions contemplated herein.In the event of a conflict between the terms of this Agreement and an Order Form, the Order Form shall govern.Any and all other written or oral agreements cxisting between the parties herelo regarding such transactions are expressly canceled.",[]
772,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"This Agreement, including all Exhibits hereto, is the product of both of the parties herelo, and constitutes the entire agreement between such parties pertaining to the subject matter hereof and merges all prior negotiations and drafts of the parties with regard to the transactions contemplated herein.In the event of a conflict between the terms of this Agreement and an Order Form, the Order Form shall govern.Any and all other written or oral agreements cxisting between the parties herelo regarding such transactions are expressly canceled.",[]
773,FHLB_Chicago_2016_Renewal.pdf,"Legal, Agreement","Agreement Type, Other Order Form Terms","Order Form, Other Order Form Terms","This Agreement, including all Exhibits hereto, is the product of both of the parties herelo, and constitutes the entire agreement between such parties pertaining to the subject matter hereof and merges all prior negotiations and drafts of the parties with regard to the transactions contemplated herein.In the event of a conflict between the terms of this Agreement and an Order Form, the Order Form shall govern.Any and all other written or oral agreements cxisting between the parties herelo regarding such transactions are expressly canceled.",[]
774,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Master Service Agreement,"9.13 Undisclosed Interests.Either Party covenants, represents and warrants that it has no financial, business property or personal interest(s) with the other Party which would adversely affect their ability to exercise its professional judgment on behalf of, and in the best interest of, either Party, in the furtherance of either Party's obligations hereunder.Either Party further represents and warrants that it has not paid a fee nor given any compensation to an employee of the other Party or any third party, in order to secure the award of this Agreement.",[]
785,FHLB_Chicago_2016_Renewal.pdf,Legal,Governing Law,Governing Law,"Either Party further represents and warrants that it has not paid a fee nor given any compensation to an employee of the other Party or any third party, in order to secure the award of this Agreement.9.14 Laws and Fraud Reporting.a) Foreign Corrupt Practices Act, MetricStream shall comply with all laws and regulations of Federal, State, or local governments in connection with this work, Metric Stream shall give all notices and obtain all permits and licenses required under such laws.",['Foreign Corrupt Practices Act']
786,FHLB_Chicago_2016_Renewal.pdf,Legal,Governing Law,Governing Law,"9.14 Laws and Fraud Reporting.a) Foreign Corrupt Practices Act, MetricStream shall comply with all laws and regulations of Federal, State, or local governments in connection with this work, Metric Stream shall give all notices and obtain all permits and licenses required under such laws.The anti-bribery provisions of the Foreign Corrupt Practices Act of 11077 (“FCPA”), 15 U.S.C. $$ 78dd-1"", et seq.,","['Foreign Corrupt Practices Act', 'the Foreign Corrupt Practices Act']"
794,FHLB_Chicago_2016_Renewal.pdf,Legal,Governing Law,Governing Law,"Metric Stream acknowledges and understands that it must comply fully with the anti-bribery provisions of the FCPA.Specifically, Metric Stream understands and agrees that it shall be unlawful for Metric Stream to pay, offer, promise to pay (or authorize to pay or offer) money or anything of value to a foreign official in order to assist Customer in obtaining or retaining business for or with, or directing business to, Customer.A ""foreign official"" means any officer or employec of a foreign government, a public international organization, or any department or agency thereof, or any person acting in an official capacity.",[]
797,FHLB_Chicago_2016_Renewal.pdf,Legal,Governing Law,Governing Law,"A ""foreign official"" means any officer or employec of a foreign government, a public international organization, or any department or agency thereof, or any person acting in an official capacity.Metric Stream understands all applicable laws relating to kickbacks.MetricStreann agrees to periodically verify its compliance with such laws and to infonn Customer immediately of any violations thereof.",[]
825,FHLB_Chicago_2016_Renewal.pdf,Person,Client Name,Client Name,"No public disclosures by either party relating to this Agreement, except for internal announcements or disclosures required to meet legal or regulatory requirements beyond the reasonable control of the disclosing party, shall be made without the prior written approval of authorized representatives of the other party.Neither party shall use the other party's name, trademarks, service marks, logos, any description that would reveal such other party's identity or other forms of identification, whether registered or not, in any way, including any advertisements, press releases, announcements, customer lists (including customer lists on any website), materials of a public or promotional nature or in soliciting other clients or making any direct or indirect public reference to this Agreement or any other contract between the parties, without first obtaining the other Party's written permission, which may be withheld in such other party's sole discretion.Each party agrees that it shall not negatively reference or disparage the other party.",[]
826,FHLB_Chicago_2016_Renewal.pdf,Person,Client Name,Client Name,"No public disclosures by either party relating to this Agreement, except for internal announcements or disclosures required to meet legal or regulatory requirements beyond the reasonable control of the disclosing party, shall be made without the prior written approval of authorized representatives of the other party.Neither party shall use the other party's name, trademarks, service marks, logos, any description that would reveal such other party's identity or other forms of identification, whether registered or not, in any way, including any advertisements, press releases, announcements, customer lists (including customer lists on any website), materials of a public or promotional nature or in soliciting other clients or making any direct or indirect public reference to this Agreement or any other contract between the parties, without first obtaining the other Party's written permission, which may be withheld in such other party's sole discretion.Each party agrees that it shall not negatively reference or disparage the other party.",[]
829,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"Each party agrees that it shall not negatively reference or disparage the other party.Metric Stream may seek Customer's participation in additional marketing activities and engagements from time to time.Participation in these activities and engagements will be based on Customer's consent, approvals and as per internal policies of the Customer.",[]
831,FHLB_Chicago_2016_Renewal.pdf,Legal,Client Consent required to assign - Y/N,Client Consent,"Metric Stream may seek Customer's participation in additional marketing activities and engagements from time to time.Participation in these activities and engagements will be based on Customer's consent, approvals and as per internal policies of the Customer.Examples of such activities and engagements include reference calls from prospects, media interviews, video testimonials, case studies, webinars, analyst surveys and presentations at industry conferences.",[]
835,FHLB_Chicago_2016_Renewal.pdf,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"Examples of such activities and engagements include reference calls from prospects, media interviews, video testimonials, case studies, webinars, analyst surveys and presentations at industry conferences.BOTH PARTIES ACKNOWLEDGE THAT THEY HAVE READ THIS AGREEMENT, UNDERSTAND IT AND AGREE TO BE BOUND BY ITS TERMS AND CONDITIONS.Authorized representatives of each party below have executed this Agreement as of the Effective Date: FEDERAL HOME LOAN BANK OF CHICAGO METRICSTREAM, INC.",[]
838,FHLB_Chicago_2016_Renewal.pdf,Date,Effective Date,Effective Date,"BOTH PARTIES ACKNOWLEDGE THAT THEY HAVE READ THIS AGREEMENT, UNDERSTAND IT AND AGREE TO BE BOUND BY ITS TERMS AND CONDITIONS.Authorized representatives of each party below have executed this Agreement as of the Effective Date: FEDERAL HOME LOAN BANK OF CHICAGO METRICSTREAM, INC.Signature: Signature Printed Name: From HW Hmon.",[]
840,FHLB_Chicago_2016_Renewal.pdf,Date,Effective Date,Effective Date,"BOTH PARTIES ACKNOWLEDGE THAT THEY HAVE READ THIS AGREEMENT, UNDERSTAND IT AND AGREE TO BE BOUND BY ITS TERMS AND CONDITIONS.Authorized representatives of each party below have executed this Agreement as of the Effective Date: FEDERAL HOME LOAN BANK OF CHICAGO METRICSTREAM, INC.Signature: Signature Printed Name: From HW Hmon.",[]
841,FHLB_Chicago_2016_Renewal.pdf,Date,Fully Executed Date,Fully Executed Date,"BOTH PARTIES ACKNOWLEDGE THAT THEY HAVE READ THIS AGREEMENT, UNDERSTAND IT AND AGREE TO BE BOUND BY ITS TERMS AND CONDITIONS.Authorized representatives of each party below have executed this Agreement as of the Effective Date: FEDERAL HOME LOAN BANK OF CHICAGO METRICSTREAM, INC.Signature: Signature Printed Name: From HW Hmon.",[]
850,FHLB_Chicago_2016_Renewal.pdf,Agreement,Agreement Type,Order Form,"Printed Name: Title: EVP GA Title: DAVID A. KEEFE UP FINANCE December 29, 2016 Dean bur 29 2016.Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).",[]
852,FHLB_Chicago_2016_Renewal.pdf,Date,"Renewal Date, Renewal Potice Date","Renewal Date, Renewal Notice Date","Printed Name: Title: EVP GA Title: DAVID A. KEEFE UP FINANCE December 29, 2016 Dean bur 29 2016.Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).","['December 29, 2016', 'April 2016']"
857,FHLB_Chicago_2016_Renewal.pdf,Date,"Renewal Date, Renewal Potice Date","Renewal Date, Renewal Notice Date","Printed Name: Title: EVP GA Title: DAVID A. KEEFE UP FINANCE December 29, 2016 Dean bur 29 2016.Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).","['December 29, 2016', 'April 2016']"
862,FHLB_Chicago_2016_Renewal.pdf,Agreement,Type of Support,Type of Support,"Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.",[]
864,FHLB_Chicago_2016_Renewal.pdf,Date,"Renewal Date, Renewal Potice Date","Renewal Date, Renewal Notice Date","Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.","['the first six months', '1.02 April 2016']"
866,FHLB_Chicago_2016_Renewal.pdf,Fee,Cloud Fee,Cloud Fee,"Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.","['40,600', '62,500', '60,000']"
867,FHLB_Chicago_2016_Renewal.pdf,Fee,License Fee,License Fee,"Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.","['40,600', '62,500', '60,000']"
871,FHLB_Chicago_2016_Renewal.pdf,Fee,Support Fee,Support Fee,"Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.","['40,600', '62,500', '60,000']"
873,FHLB_Chicago_2016_Renewal.pdf,Product,License Type,License Type,"Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.",[]
874,FHLB_Chicago_2016_Renewal.pdf,Product,"License Type, licensed users","License Type, licensed users","Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.",[]
879,FHLB_Chicago_2016_Renewal.pdf,Fee,Cloud Fee,Cloud Fee,"1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).","['40,600', '62,500', '60,000']"
880,FHLB_Chicago_2016_Renewal.pdf,Fee,License Fee,License Fee,"1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).","['40,600', '62,500', '60,000']"
884,FHLB_Chicago_2016_Renewal.pdf,Fee,Support Fee,Support Fee,"1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).","['40,600', '62,500', '60,000']"
