,Category,Original_Keyword,Searched_Keyword,sentence_number,Text,Secondary_Term,Secondary_Synonym,Secondary_Context
164,Legal,liability,liability,71,This Section 4.1 states MetricStream's entire liability and Customer's sole and exclusive remedy for infringement of any intellectual property owned by a third party.,[],[],
165,Time,term,term,73,"Customer will indemnify, defend and hold harmless MetricStream, its Affiliates and their respective officers, directors, employees, agents and representatives (collectively, “MetricStream Indemnitees”), from any and all losses and/or action brought against MetricStream arising from, in connection with, or based on allegation of any of the following: (a) alleging Customer's use of the Services in an unlawful manner or in a manner inconsistent with the terms of this Agreement; or (b) arising from or involving content, data or information provided by Customer; provided that: (i) MetricStream notifies Customer promptly in writing of any such claim; (ii) MetricStream does not enter into any settlement or compromise of any claim without Customer's prior written consent; and (iii) Customer has sole control of any such action and settlement negotiations.",[],[],
166,Agreement,agreement,agreement,73,"Customer will indemnify, defend and hold harmless MetricStream, its Affiliates and their respective officers, directors, employees, agents and representatives (collectively, “MetricStream Indemnitees”), from any and all losses and/or action brought against MetricStream arising from, in connection with, or based on allegation of any of the following: (a) alleging Customer's use of the Services in an unlawful manner or in a manner inconsistent with the terms of this Agreement; or (b) arising from or involving content, data or information provided by Customer; provided that: (i) MetricStream notifies Customer promptly in writing of any such claim; (ii) MetricStream does not enter into any settlement or compromise of any claim without Customer's prior written consent; and (iii) Customer has sole control of any such action and settlement negotiations.",[],[],
167,Legal,law,law,73,"Customer will indemnify, defend and hold harmless MetricStream, its Affiliates and their respective officers, directors, employees, agents and representatives (collectively, “MetricStream Indemnitees”), from any and all losses and/or action brought against MetricStream arising from, in connection with, or based on allegation of any of the following: (a) alleging Customer's use of the Services in an unlawful manner or in a manner inconsistent with the terms of this Agreement; or (b) arising from or involving content, data or information provided by Customer; provided that: (i) MetricStream notifies Customer promptly in writing of any such claim; (ii) MetricStream does not enter into any settlement or compromise of any claim without Customer's prior written consent; and (iii) Customer has sole control of any such action and settlement negotiations.",[],[],
168,Legal,term,term,73,"Customer will indemnify, defend and hold harmless MetricStream, its Affiliates and their respective officers, directors, employees, agents and representatives (collectively, “MetricStream Indemnitees”), from any and all losses and/or action brought against MetricStream arising from, in connection with, or based on allegation of any of the following: (a) alleging Customer's use of the Services in an unlawful manner or in a manner inconsistent with the terms of this Agreement; or (b) arising from or involving content, data or information provided by Customer; provided that: (i) MetricStream notifies Customer promptly in writing of any such claim; (ii) MetricStream does not enter into any settlement or compromise of any claim without Customer's prior written consent; and (iii) Customer has sole control of any such action and settlement negotiations.",[],[],
169,Agreement,agreement,accord,76,MetricStream warrants that the Cloud Services will be performed in a good and workmanlike manner and in all material respects in accordance with the applicable Order Form.,[],[],
170,Time,term,term,77,"Customer's sole and exclusive remedy (excluding Customer's right to terminate this Agreement), and MetricStream's entire liability for any breach of this warranty shall be the service credits set forth in the Service Level Agreement (“SLA"") of the applicable Order Form.",['order'],['order'],"MetricStream warrants that the Cloud Services will be performed in a good and workmanlike manner and in all material respects in accordance with the applicable Order Form.Customer's sole and exclusive remedy (excluding Customer's right to terminate this Agreement), and MetricStream's entire liability for any breach of this warranty shall be the service credits set forth in the Service Level Agreement (“SLA"") of the applicable Order Form.5.2 Disclaimers."
171,Agreement,agreement,agreement,77,"Customer's sole and exclusive remedy (excluding Customer's right to terminate this Agreement), and MetricStream's entire liability for any breach of this warranty shall be the service credits set forth in the Service Level Agreement (“SLA"") of the applicable Order Form.",[],[],
172,Agreement,breach,breach,77,"Customer's sole and exclusive remedy (excluding Customer's right to terminate this Agreement), and MetricStream's entire liability for any breach of this warranty shall be the service credits set forth in the Service Level Agreement (“SLA"") of the applicable Order Form.",[],[],
173,Legal,liability,liability,77,"Customer's sole and exclusive remedy (excluding Customer's right to terminate this Agreement), and MetricStream's entire liability for any breach of this warranty shall be the service credits set forth in the Service Level Agreement (“SLA"") of the applicable Order Form.",[],[],
174,Legal,term,term,77,"Customer's sole and exclusive remedy (excluding Customer's right to terminate this Agreement), and MetricStream's entire liability for any breach of this warranty shall be the service credits set forth in the Service Level Agreement (“SLA"") of the applicable Order Form.",['order'],['order'],"MetricStream warrants that the Cloud Services will be performed in a good and workmanlike manner and in all material respects in accordance with the applicable Order Form.Customer's sole and exclusive remedy (excluding Customer's right to terminate this Agreement), and MetricStream's entire liability for any breach of this warranty shall be the service credits set forth in the Service Level Agreement (“SLA"") of the applicable Order Form.5.2 Disclaimers."
175,Financial,fee,fee,79,"EXCEPT AS SET FORTH IN SECTION 4.1 AND 5.1, NO OTHER WARRANTY, EXPRESS OR IMPLIED, IS MADE WITH RESPECT TO ANY SERVICES, TO BE SUPPLIED HEREUNDER, AND METRICSTREAM EXPRESSLY DISCLAIMS ANY MPLIED WARRANTIES OF MERCHANTABILITY, TITLE, FITNESS FOR A PARTICULAR PURPOSE, NON-INFRINGEMENT OF THIRD PARTY RIGHTS AND THOSE ARISING FROM A COURSE OF DEALING OR USAGE OF TRADE, 6.0 PAYMENT AND TAXES 6.1 Fees.",[],[],
176,Financial,fee,fee,80,MetricStream will invoice Customer the fees set forth in the applicable Order Form.,[],[],
177,Address,address,address,81,MetricStream will send invoices to the address set forth in the applicable Order Form.,['billing'],['charge'],MetricStream will invoice Customer the fees set forth in the applicable Order Form.MetricStream will send invoices to the address set forth in the applicable Order Form.Customer will pay MetricStream in U.S. dollars within 30 days (net 30 terms) of receipt of a correct invoice all undisputed charges and promptly notify Metric Stream in writing of any disputod amount.
178,Time,days,days,82,Customer will pay MetricStream in U.S. dollars within 30 days (net 30 terms) of receipt of a correct invoice all undisputed charges and promptly notify Metric Stream in writing of any disputod amount.,['30'],['30'],MetricStream will send invoices to the address set forth in the applicable Order Form.Customer will pay MetricStream in U.S. dollars within 30 days (net 30 terms) of receipt of a correct invoice all undisputed charges and promptly notify Metric Stream in writing of any disputod amount.Metric Stream shall supply Customer with documentation to support the validity of any disputed charge.
179,Time,term,term,82,Customer will pay MetricStream in U.S. dollars within 30 days (net 30 terms) of receipt of a correct invoice all undisputed charges and promptly notify Metric Stream in writing of any disputod amount.,['order'],['order'],MetricStream will send invoices to the address set forth in the applicable Order Form.Customer will pay MetricStream in U.S. dollars within 30 days (net 30 terms) of receipt of a correct invoice all undisputed charges and promptly notify Metric Stream in writing of any disputod amount.Metric Stream shall supply Customer with documentation to support the validity of any disputed charge.
180,Legal,term,term,82,Customer will pay MetricStream in U.S. dollars within 30 days (net 30 terms) of receipt of a correct invoice all undisputed charges and promptly notify Metric Stream in writing of any disputod amount.,['order'],['order'],MetricStream will send invoices to the address set forth in the applicable Order Form.Customer will pay MetricStream in U.S. dollars within 30 days (net 30 terms) of receipt of a correct invoice all undisputed charges and promptly notify Metric Stream in writing of any disputod amount.Metric Stream shall supply Customer with documentation to support the validity of any disputed charge.
181,Agreement,backup,support,83,Metric Stream shall supply Customer with documentation to support the validity of any disputed charge.,[],[],
182,Agreement,support,support,83,Metric Stream shall supply Customer with documentation to support the validity of any disputed charge.,[],[],
183,Agreement,agreement,agreement,85,"Any charges and fees due hereunder are exclusive of any sales, use, or value added taxes and any other similar taxes and governmental charges, however designated, arising out of this Agreement (except taxes based on MetricStream's income), and Customer shall pay all such taxes and charges.",[],[],
184,Financial,fee,fee,85,"Any charges and fees due hereunder are exclusive of any sales, use, or value added taxes and any other similar taxes and governmental charges, however designated, arising out of this Agreement (except taxes based on MetricStream's income), and Customer shall pay all such taxes and charges.",[],[],
185,Agreement,agreement,agreement,86,"7.0 CONFIDENTIAL INFORMATION, Each Party acknowledges that in the course of the performance of this Agreement, it may obtain the Confidential Information of the other Party.",[],[],
186,Time,term,term,87,"The Receiving Party shall, at all times, both during the term of this Agreement and thereafter in perpetuity following termination of this Agreement, keep in confidence and trust all of the Disclosing Party's Confidential Information received by it (except for any source code, which shall be kept in confidence and trust in perpetuity).",[],[],
187,Time,termination,termination,87,"The Receiving Party shall, at all times, both during the term of this Agreement and thereafter in perpetuity following termination of this Agreement, keep in confidence and trust all of the Disclosing Party's Confidential Information received by it (except for any source code, which shall be kept in confidence and trust in perpetuity).",[],[],
188,Agreement,agreement,agreement,87,"The Receiving Party shall, at all times, both during the term of this Agreement and thereafter in perpetuity following termination of this Agreement, keep in confidence and trust all of the Disclosing Party's Confidential Information received by it (except for any source code, which shall be kept in confidence and trust in perpetuity).",[],[],
189,Legal,term,term,87,"The Receiving Party shall, at all times, both during the term of this Agreement and thereafter in perpetuity following termination of this Agreement, keep in confidence and trust all of the Disclosing Party's Confidential Information received by it (except for any source code, which shall be kept in confidence and trust in perpetuity).",[],[],
190,Agreement,agreement,agreement,89,Page  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC MetricStream not use the Confidential Information of the Disclosing Party other than as expressly permitted under this Agreement.,[],[],
191,Legal,law,law,90,The Receiving Party shall take all necessary steps to comply with applicable laws and regulations to prevent unauthorized disclosure or use of the Disclosing Party's Confidential Information and to prevent it from falling into the public domain or into the possession of unauthorized persons.,[],[],
192,Agreement,agreement,agreement,91,"The Receiving Party shall not disclose Confidential Information of the Disclosing Party to any person or entity other than its officers, employees, contractors, and consultants who need access to such Confidential Information in order to effect the intent of this Agreement and who have entered into confidentiality agreements which protect the Confidential Information of the Disclosing Party sufficient to enable the Receiving Party to comply with this Section 7.",[],[],
193,Legal,contract,contract,91,"The Receiving Party shall not disclose Confidential Information of the Disclosing Party to any person or entity other than its officers, employees, contractors, and consultants who need access to such Confidential Information in order to effect the intent of this Agreement and who have entered into confidentiality agreements which protect the Confidential Information of the Disclosing Party sufficient to enable the Receiving Party to comply with this Section 7.",[],[],
194,Agreement,agreement,agreement,94,"Each Party agrees that the Confidential Information obligations hereunder are necessary and reasonable in order to protect the other party and the other party's business, and expressly agrees that monetary damages would be inadequate to compensate the other Party for any breach by either Party of any covenants and agreements set forth herein.",[],[],
195,Agreement,breach,breach,94,"Each Party agrees that the Confidential Information obligations hereunder are necessary and reasonable in order to protect the other party and the other party's business, and expressly agrees that monetary damages would be inadequate to compensate the other Party for any breach by either Party of any covenants and agreements set forth herein.",[],[],
196,Legal,indemnity,damages,94,"Each Party agrees that the Confidential Information obligations hereunder are necessary and reasonable in order to protect the other party and the other party's business, and expressly agrees that monetary damages would be inadequate to compensate the other Party for any breach by either Party of any covenants and agreements set forth herein.",[],[],
197,Agreement,agreement,accord,95,"Accordingly, each Party agrees and acknowledges that any such violation or threatened violation will cause irreparable injury to the other party and that, in addition to any other remedies that may be available, in law, in equity or otherwise, the other Party shall be entitled to obtain injunctive relief against the breach or threatened breach of this Agreement or the continuation of any such breach, without the necessity of proving actual damages.",[],[],
198,Agreement,agreement,agreement,95,"Accordingly, each Party agrees and acknowledges that any such violation or threatened violation will cause irreparable injury to the other party and that, in addition to any other remedies that may be available, in law, in equity or otherwise, the other Party shall be entitled to obtain injunctive relief against the breach or threatened breach of this Agreement or the continuation of any such breach, without the necessity of proving actual damages.",[],[],
199,Agreement,breach,breach,95,"Accordingly, each Party agrees and acknowledges that any such violation or threatened violation will cause irreparable injury to the other party and that, in addition to any other remedies that may be available, in law, in equity or otherwise, the other Party shall be entitled to obtain injunctive relief against the breach or threatened breach of this Agreement or the continuation of any such breach, without the necessity of proving actual damages.",[],[],
200,Legal,law,law,95,"Accordingly, each Party agrees and acknowledges that any such violation or threatened violation will cause irreparable injury to the other party and that, in addition to any other remedies that may be available, in law, in equity or otherwise, the other Party shall be entitled to obtain injunctive relief against the breach or threatened breach of this Agreement or the continuation of any such breach, without the necessity of proving actual damages.",[],[],
201,Legal,indemnity,damages,95,"Accordingly, each Party agrees and acknowledges that any such violation or threatened violation will cause irreparable injury to the other party and that, in addition to any other remedies that may be available, in law, in equity or otherwise, the other Party shall be entitled to obtain injunctive relief against the breach or threatened breach of this Agreement or the continuation of any such breach, without the necessity of proving actual damages.",[],[],
202,Agreement,breach,breach,96,"8.0 LIMITATION OF LIABILITY IN NO EVENT SHALL METRICSTREAM BE LIABLE FOR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS, LOSS OF PROFITS, OR FOR ANY INDIRECT, SPECIAL, CONSEQUENTIAL OR INCIDENTAL DAMAGES, HOWEVER CAUSED, WHETHER FOR BREACH OF WARRANTY, BREACH OF CONTRACT, REPUDIATION OF CONTRACT, NEGLIGENCE OR OTHERWISE.",[],[],
203,Legal,contract,contract,96,"8.0 LIMITATION OF LIABILITY IN NO EVENT SHALL METRICSTREAM BE LIABLE FOR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS, LOSS OF PROFITS, OR FOR ANY INDIRECT, SPECIAL, CONSEQUENTIAL OR INCIDENTAL DAMAGES, HOWEVER CAUSED, WHETHER FOR BREACH OF WARRANTY, BREACH OF CONTRACT, REPUDIATION OF CONTRACT, NEGLIGENCE OR OTHERWISE.",[],[],
204,Legal,liability,liability,96,"8.0 LIMITATION OF LIABILITY IN NO EVENT SHALL METRICSTREAM BE LIABLE FOR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS, LOSS OF PROFITS, OR FOR ANY INDIRECT, SPECIAL, CONSEQUENTIAL OR INCIDENTAL DAMAGES, HOWEVER CAUSED, WHETHER FOR BREACH OF WARRANTY, BREACH OF CONTRACT, REPUDIATION OF CONTRACT, NEGLIGENCE OR OTHERWISE.","['limitation', 'limitation']","['limitation', 'limit']","Accordingly, each Party agrees and acknowledges that any such violation or threatened violation will cause irreparable injury to the other party and that, in addition to any other remedies that may be available, in law, in equity or otherwise, the other Party shall be entitled to obtain injunctive relief against the breach or threatened breach of this Agreement or the continuation of any such breach, without the necessity of proving actual damages.8.0 LIMITATION OF LIABILITY IN NO EVENT SHALL METRICSTREAM BE LIABLE FOR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS, LOSS OF PROFITS, OR FOR ANY INDIRECT, SPECIAL, CONSEQUENTIAL OR INCIDENTAL DAMAGES, HOWEVER CAUSED, WHETHER FOR BREACH OF WARRANTY, BREACH OF CONTRACT, REPUDIATION OF CONTRACT, NEGLIGENCE OR OTHERWISE.METRICSTREAM'S LIABILITY UNDER THIS AGREEMENT OR FOR BREACH OF THIS AGREEMENT SHALL BE LIMITED TO THE AMOUNT OF THE FEES PAID BY CUSTOMER TO METRICSTREAM HEREUNDER DURING THE PREVIOUS TWELVE (12) MONTHS."
205,Legal,indemnity,damages,96,"8.0 LIMITATION OF LIABILITY IN NO EVENT SHALL METRICSTREAM BE LIABLE FOR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS, LOSS OF PROFITS, OR FOR ANY INDIRECT, SPECIAL, CONSEQUENTIAL OR INCIDENTAL DAMAGES, HOWEVER CAUSED, WHETHER FOR BREACH OF WARRANTY, BREACH OF CONTRACT, REPUDIATION OF CONTRACT, NEGLIGENCE OR OTHERWISE.",[],[],
206,Agreement,agreement,agreement,97,METRICSTREAM'S LIABILITY UNDER THIS AGREEMENT OR FOR BREACH OF THIS AGREEMENT SHALL BE LIMITED TO THE AMOUNT OF THE FEES PAID BY CUSTOMER TO METRICSTREAM HEREUNDER DURING THE PREVIOUS TWELVE (12) MONTHS.,[],[],
207,Agreement,breach,breach,97,METRICSTREAM'S LIABILITY UNDER THIS AGREEMENT OR FOR BREACH OF THIS AGREEMENT SHALL BE LIMITED TO THE AMOUNT OF THE FEES PAID BY CUSTOMER TO METRICSTREAM HEREUNDER DURING THE PREVIOUS TWELVE (12) MONTHS.,[],[],
208,Financial,fee,fee,97,METRICSTREAM'S LIABILITY UNDER THIS AGREEMENT OR FOR BREACH OF THIS AGREEMENT SHALL BE LIMITED TO THE AMOUNT OF THE FEES PAID BY CUSTOMER TO METRICSTREAM HEREUNDER DURING THE PREVIOUS TWELVE (12) MONTHS.,[],[],
209,Legal,liability,liability,97,METRICSTREAM'S LIABILITY UNDER THIS AGREEMENT OR FOR BREACH OF THIS AGREEMENT SHALL BE LIMITED TO THE AMOUNT OF THE FEES PAID BY CUSTOMER TO METRICSTREAM HEREUNDER DURING THE PREVIOUS TWELVE (12) MONTHS.,"['limitation', 'limitation']","['limitation', 'limit']","8.0 LIMITATION OF LIABILITY IN NO EVENT SHALL METRICSTREAM BE LIABLE FOR COSTS OF PROCUREMENT OF SUBSTITUTE GOODS, LOSS OF PROFITS, OR FOR ANY INDIRECT, SPECIAL, CONSEQUENTIAL OR INCIDENTAL DAMAGES, HOWEVER CAUSED, WHETHER FOR BREACH OF WARRANTY, BREACH OF CONTRACT, REPUDIATION OF CONTRACT, NEGLIGENCE OR OTHERWISE.METRICSTREAM'S LIABILITY UNDER THIS AGREEMENT OR FOR BREACH OF THIS AGREEMENT SHALL BE LIMITED TO THE AMOUNT OF THE FEES PAID BY CUSTOMER TO METRICSTREAM HEREUNDER DURING THE PREVIOUS TWELVE (12) MONTHS.9.0 GENERAL TERMS 9.1 Modification of the Agreement."
210,Time,term,term,98,9.0 GENERAL TERMS 9.1 Modification of the Agreement.,[],[],
211,Agreement,agreement,agreement,98,9.0 GENERAL TERMS 9.1 Modification of the Agreement.,[],[],
212,Legal,term,term,98,9.0 GENERAL TERMS 9.1 Modification of the Agreement.,[],[],
213,Agreement,agreement,agreement,99,"Metric Stream may modify this Agreement at any time upon notice to Customer, Modification Subject to the requirements of applicable law, any such modifications will become effective at the time stated in such notice.",[],[],
214,Legal,law,law,99,"Metric Stream may modify this Agreement at any time upon notice to Customer, Modification Subject to the requirements of applicable law, any such modifications will become effective at the time stated in such notice.",[],[],
215,Time,date,date,100,Use of the Services after the effective date of the modification constitutes Customer's acceptance of the modification.,"['effective', 'notice']","['effective', 'notice']","Metric Stream may modify this Agreement at any time upon notice to Customer, Modification Subject to the requirements of applicable law, any such modifications will become effective at the time stated in such notice.Use of the Services after the effective date of the modification constitutes Customer's acceptance of the modification.Customer does not have the right to unilaterally modify this Agreement."
216,Agreement,agreement,agreement,101,Customer does not have the right to unilaterally modify this Agreement.,[],[],
217,Agreement,agreement,agreement,102,This Agreement may also be modified by a written agreement duly signed by both parties.,[],[],
218,Time,term,condition,103,Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification sent by Customer will be of no effect.,['order'],['order'],This Agreement may also be modified by a written agreement duly signed by both parties.Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification sent by Customer will be of no effect.9.2 Assignment.
219,Time,term,term,103,Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification sent by Customer will be of no effect.,['order'],['order'],This Agreement may also be modified by a written agreement duly signed by both parties.Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification sent by Customer will be of no effect.9.2 Assignment.
220,Agreement,agreement,agreement,103,Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification sent by Customer will be of no effect.,[],[],
221,Legal,term,condition,103,Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification sent by Customer will be of no effect.,['order'],['order'],This Agreement may also be modified by a written agreement duly signed by both parties.Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification sent by Customer will be of no effect.9.2 Assignment.
222,Legal,term,term,103,Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification sent by Customer will be of no effect.,['order'],['order'],This Agreement may also be modified by a written agreement duly signed by both parties.Variance from the terms and conditions of this Agreement in any Customer purchase order or other written notification sent by Customer will be of no effect.9.2 Assignment.
223,Agreement,agreement,agreement,105,"This Agreement may not be assigned by either Party without the prior written consent of the other Party, which consent shall not be unreasonably withheld; provided, however, that such consent shall not be required for the assignment of this Agreement by either Party to a wholly-owned subsidiary of either Party or to a successor corporation or entity in connection with a merger, consolidation or transfer of all or substantially all of the assets of either Party by such successor corporation or entity.",[],[],
224,Time,term,term,108,"The provisions of Sections 7, 8 and 9 shall survive any termination of this Agreement, as will such other terms that by their nature should survive the termination of this Agreement.",[],[],
225,Time,termination,termination,108,"The provisions of Sections 7, 8 and 9 shall survive any termination of this Agreement, as will such other terms that by their nature should survive the termination of this Agreement.",[],[],
226,Agreement,agreement,agreement,108,"The provisions of Sections 7, 8 and 9 shall survive any termination of this Agreement, as will such other terms that by their nature should survive the termination of this Agreement.",[],[],
227,Legal,term,term,108,"The provisions of Sections 7, 8 and 9 shall survive any termination of this Agreement, as will such other terms that by their nature should survive the termination of this Agreement.",[],[],
228,Legal,law,law,109,9.4 Governing Law.,['governing'],['governing'],"The provisions of Sections 7, 8 and 9 shall survive any termination of this Agreement, as will such other terms that by their nature should survive the termination of this Agreement.9.4 Governing Law.This Agreement and all acts and transactions pursuant hereto and the rights and obligations of the parties hereto shall be governed, construed and interpreted in accordance with the laws of the United Kingdom."
229,Agreement,agreement,accord,110,"This Agreement and all acts and transactions pursuant hereto and the rights and obligations of the parties hereto shall be governed, construed and interpreted in accordance with the laws of the United Kingdom.",[],[],
230,Agreement,agreement,agreement,110,"This Agreement and all acts and transactions pursuant hereto and the rights and obligations of the parties hereto shall be governed, construed and interpreted in accordance with the laws of the United Kingdom.",[],[],
231,Legal,law,law,110,"This Agreement and all acts and transactions pursuant hereto and the rights and obligations of the parties hereto shall be governed, construed and interpreted in accordance with the laws of the United Kingdom.",['governing'],['governing'],"9.4 Governing Law.This Agreement and all acts and transactions pursuant hereto and the rights and obligations of the parties hereto shall be governed, construed and interpreted in accordance with the laws of the United Kingdom.Any legal action or proceeding arising out of, or connected or relating to this Agreement or any right or obligation created by this Agreement, irrespective of the legal theory or claims underlying any such dispute (including tort and statutory claims), shall be resolved exclusively in a state or federal court in United Kingdom; Metric Stream and Customer agree to submit to the jurisdiction of, and agree that venue is proper in, these courts in any such legal action or proceeding."
232,Agreement,agreement,agreement,111,"Any legal action or proceeding arising out of, or connected or relating to this Agreement or any right or obligation created by this Agreement, irrespective of the legal theory or claims underlying any such dispute (including tort and statutory claims), shall be resolved exclusively in a state or federal court in United Kingdom; Metric Stream and Customer agree to submit to the jurisdiction of, and agree that venue is proper in, these courts in any such legal action or proceeding.",[],[],
233,Legal,legal,legal,111,"Any legal action or proceeding arising out of, or connected or relating to this Agreement or any right or obligation created by this Agreement, irrespective of the legal theory or claims underlying any such dispute (including tort and statutory claims), shall be resolved exclusively in a state or federal court in United Kingdom; Metric Stream and Customer agree to submit to the jurisdiction of, and agree that venue is proper in, these courts in any such legal action or proceeding.",['customer'],['customer'],"This Agreement and all acts and transactions pursuant hereto and the rights and obligations of the parties hereto shall be governed, construed and interpreted in accordance with the laws of the United Kingdom.Any legal action or proceeding arising out of, or connected or relating to this Agreement or any right or obligation created by this Agreement, irrespective of the legal theory or claims underlying any such dispute (including tort and statutory claims), shall be resolved exclusively in a state or federal court in United Kingdom; Metric Stream and Customer agree to submit to the jurisdiction of, and agree that venue is proper in, these courts in any such legal action or proceeding.9.5 Intellectual Property Rights."
234,Product,license,license,115,"To the extent that the Work Product incorporates MetricStream's Pre-existing Works, Metric Stream grants Customer for internal use only a perpetual, royalty-free right and license to use, perform, copy, display, and distribute such Work Product, to prepare derivative works therefrom, and to use, perform, copy, display, and distribute such derivative works.",[],[],
235,Time,hours,hour,117,"Any notice or report required or permitted by this Agreement, except as otherwise set forth in this Agreement, shall be in writing and shall be deemed sufficient upon receipt, when delivered personally or by courier, overnight delivery 5 Page  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC MetricStream service or confirmed facsimile, or forty-eight (48) hours after being deposited in the regular mail as certified or registered mail (airmail if sent internationally) with postage prepaid, if such notice is addressed to the Party to be notified at such Party's address or facsimile number as set forth below or as subsequently modified by written notice.","['12', '48', '48']","['12', '48', 'forty-eight']","9.6 Notices.Any notice or report required or permitted by this Agreement, except as otherwise set forth in this Agreement, shall be in writing and shall be deemed sufficient upon receipt, when delivered personally or by courier, overnight delivery 5 Page  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC MetricStream service or confirmed facsimile, or forty-eight (48) hours after being deposited in the regular mail as certified or registered mail (airmail if sent internationally) with postage prepaid, if such notice is addressed to the Party to be notified at such Party's address or facsimile number as set forth below or as subsequently modified by written notice.It shall also be valid for Metric Stream to send any notice to Customer electronically (e.g., by email or through the Services)."
236,Time,hours,hours,117,"Any notice or report required or permitted by this Agreement, except as otherwise set forth in this Agreement, shall be in writing and shall be deemed sufficient upon receipt, when delivered personally or by courier, overnight delivery 5 Page  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC MetricStream service or confirmed facsimile, or forty-eight (48) hours after being deposited in the regular mail as certified or registered mail (airmail if sent internationally) with postage prepaid, if such notice is addressed to the Party to be notified at such Party's address or facsimile number as set forth below or as subsequently modified by written notice.","['12', '48', '48']","['12', '48', 'forty-eight']","9.6 Notices.Any notice or report required or permitted by this Agreement, except as otherwise set forth in this Agreement, shall be in writing and shall be deemed sufficient upon receipt, when delivered personally or by courier, overnight delivery 5 Page  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC MetricStream service or confirmed facsimile, or forty-eight (48) hours after being deposited in the regular mail as certified or registered mail (airmail if sent internationally) with postage prepaid, if such notice is addressed to the Party to be notified at such Party's address or facsimile number as set forth below or as subsequently modified by written notice.It shall also be valid for Metric Stream to send any notice to Customer electronically (e.g., by email or through the Services)."
237,Agreement,agreement,agreement,117,"Any notice or report required or permitted by this Agreement, except as otherwise set forth in this Agreement, shall be in writing and shall be deemed sufficient upon receipt, when delivered personally or by courier, overnight delivery 5 Page  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC MetricStream service or confirmed facsimile, or forty-eight (48) hours after being deposited in the regular mail as certified or registered mail (airmail if sent internationally) with postage prepaid, if such notice is addressed to the Party to be notified at such Party's address or facsimile number as set forth below or as subsequently modified by written notice.",[],[],
238,Address,address,address,117,"Any notice or report required or permitted by this Agreement, except as otherwise set forth in this Agreement, shall be in writing and shall be deemed sufficient upon receipt, when delivered personally or by courier, overnight delivery 5 Page  DocuSign Envelope ID: F3F9AB55-4121-49E9-BE97-0F363F76DCFC MetricStream service or confirmed facsimile, or forty-eight (48) hours after being deposited in the regular mail as certified or registered mail (airmail if sent internationally) with postage prepaid, if such notice is addressed to the Party to be notified at such Party's address or facsimile number as set forth below or as subsequently modified by written notice.",[],[],
239,Address,address,call,118,"It shall also be valid for Metric Stream to send any notice to Customer electronically (e.g., by email or through the Services).",[],[],
240,Agreement,agreement,agreement,120,"If one or more provisions of this Agreement are held to be unenforceable under applicable law, the parties agree to renegotiate such provision in good faith, in order to maintain the economic position enjoyed by each Party as close as possible to that under the provision rendered unenforceable.",[],[],
241,Legal,law,law,120,"If one or more provisions of this Agreement are held to be unenforceable under applicable law, the parties agree to renegotiate such provision in good faith, in order to maintain the economic position enjoyed by each Party as close as possible to that under the provision rendered unenforceable.",[],[],
242,Time,term,term,121,"In the event that the parties cannot reach a mutually agreeable and enforccable replacement for such provision, then: (a) such provision shall be excluded from this Agreement; (b) the balance of the Agreement shall be interpreted as if such provision were so excluded; and (c) the balance of the Agreement shall be enforceable in accordance with its terms.","['order', 'renewal']","['order', 'replacement']","If one or more provisions of this Agreement are held to be unenforceable under applicable law, the parties agree to renegotiate such provision in good faith, in order to maintain the economic position enjoyed by each Party as close as possible to that under the provision rendered unenforceable.In the event that the parties cannot reach a mutually agreeable and enforccable replacement for such provision, then: (a) such provision shall be excluded from this Agreement; (b) the balance of the Agreement shall be interpreted as if such provision were so excluded; and (c) the balance of the Agreement shall be enforceable in accordance with its terms.No failure of either Party to exercise or enforce any of its rights under this Agreement will act as a waiver of such rights or of any other rights hereunder."
243,Agreement,agreement,accord,121,"In the event that the parties cannot reach a mutually agreeable and enforccable replacement for such provision, then: (a) such provision shall be excluded from this Agreement; (b) the balance of the Agreement shall be interpreted as if such provision were so excluded; and (c) the balance of the Agreement shall be enforceable in accordance with its terms.",[],[],
