,Category,Original Metadata,Metadata Match,Context,Possible Matches
80,Time,Renewal Term,Renewal Term,"If one or more provisions of this Agreement are held to be unenforceable under applicable law, the parties agree to renegotiate such provision in good faith, in order to maintain the economic position enjoyed by each party as close as possible to that under the provision rendered unenforceable.In the event that the parties cannot reach a mutually agreeable and enforceable replacement for such provision, then: (a) such provision shall be excluded from this Agreement; (b) the balance of the Agreement shall be interpreted as if such provision were so excluded; and (c) the balance of the Agreement shall be enforceable in accordance with its terms.No failure of either party to exercise or enforce any of its rights under this Agreement will act as a waiver of such rights or of any other rights hereunder.",[]
81,Agreement,backup,backup,"9.9 Costs.If any action at law or in equity (including arbitration) is necessary to enforce or interpret the terins of this Agreement, the prevailing party shall be entitled to reasonable attorney's fees, costs and necessary disbursements in addition to any other relief to which such party may be entitled.71 Page 1.02 April 2016    MetricStream 9.10 Non-solicitation.",[]
82,Legal,"Contract Term- 1 year, multiple years, optional years",Contract Term,"Each party acknowledges and agrees that the employees and consultants of the other party are a valuable asset to the other party and are difficult to replace.Accordingly, each party agrees that, for the term of this Agreement and for a period of twelve months thereafter, it will not offer employment as an employee, independent contractor, or consultant to any of the other party's employees or consultants.In the event that a party breaches the provisions of this Section, the parties agree that it would be difficult to determine the amount of actual damages to the other party that would result from such breach.",[]
83,Agreement,breach,breach,"Accordingly, each party agrees that, for the term of this Agreement and for a period of twelve months thereafter, it will not offer employment as an employee, independent contractor, or consultant to any of the other party's employees or consultants.In the event that a party breaches the provisions of this Section, the parties agree that it would be difficult to determine the amount of actual damages to the other party that would result from such breach.The parties further agree that in the event that a party breaches the provisions of this Section, the party shall pay the other party liquidated damages of $25,000 for each such breach, which is the parties' good faith estimate of the amount of damages to the other party from such breach.",[]
84,Agreement,breach,breach,"In the event that a party breaches the provisions of this Section, the parties agree that it would be difficult to determine the amount of actual damages to the other party that would result from such breach.The parties further agree that in the event that a party breaches the provisions of this Section, the party shall pay the other party liquidated damages of $25,000 for each such breach, which is the parties' good faith estimate of the amount of damages to the other party from such breach.This provision shall not operate or be construed to prevent or limit any employee's right to practice his or her profession or to utilize his or her skills for another employer or to restrict any employee's freedom of movement or association, 9.11 Force Majeure.",[]
85,Time,Effective Date,Effective Date,"In the event that a party breaches the provisions of this Section, the parties agree that it would be difficult to determine the amount of actual damages to the other party that would result from such breach.The parties further agree that in the event that a party breaches the provisions of this Section, the party shall pay the other party liquidated damages of $25,000 for each such breach, which is the parties' good faith estimate of the amount of damages to the other party from such breach.This provision shall not operate or be construed to prevent or limit any employee's right to practice his or her profession or to utilize his or her skills for another employer or to restrict any employee's freedom of movement or association, 9.11 Force Majeure.",[]
86,Time,Effective Date,Effective Date,"In the event that a party breaches the provisions of this Section, the parties agree that it would be difficult to determine the amount of actual damages to the other party that would result from such breach.The parties further agree that in the event that a party breaches the provisions of this Section, the party shall pay the other party liquidated damages of $25,000 for each such breach, which is the parties' good faith estimate of the amount of damages to the other party from such breach.This provision shall not operate or be construed to prevent or limit any employee's right to practice his or her profession or to utilize his or her skills for another employer or to restrict any employee's freedom of movement or association, 9.11 Force Majeure.",[]
87,Legal,Other Order Form Terms,Other Order Form Terms,"This Agreement, including all Exhibits hereto, is the product of both of the parties herelo, and constitutes the entire agreement between such parties pertaining to the subject matter hereof and merges all prior negotiations and drafts of the parties with regard to the transactions contemplated herein.In the event of a conflict between the terms of this Agreement and an Order Form, the Order Form shall govern.Any and all other written or oral agreements cxisting between the parties herelo regarding such transactions are expressly canceled.",[]
88,Person,Client Name,Client Name,"No public disclosures by either party relating to this Agreement, except for internal announcements or disclosures required to meet legal or regulatory requirements beyond the reasonable control of the disclosing party, shall be made without the prior written approval of authorized representatives of the other party.Neither party shall use the other party's name, trademarks, service marks, logos, any description that would reveal such other party's identity or other forms of identification, whether registered or not, in any way, including any advertisements, press releases, announcements, customer lists (including customer lists on any website), materials of a public or promotional nature or in soliciting other clients or making any direct or indirect public reference to this Agreement or any other contract between the parties, without first obtaining the other Party's written permission, which may be withheld in such other party's sole discretion.Each party agrees that it shall not negatively reference or disparage the other party.",[]
89,Person,Client Name,Client Name,"No public disclosures by either party relating to this Agreement, except for internal announcements or disclosures required to meet legal or regulatory requirements beyond the reasonable control of the disclosing party, shall be made without the prior written approval of authorized representatives of the other party.Neither party shall use the other party's name, trademarks, service marks, logos, any description that would reveal such other party's identity or other forms of identification, whether registered or not, in any way, including any advertisements, press releases, announcements, customer lists (including customer lists on any website), materials of a public or promotional nature or in soliciting other clients or making any direct or indirect public reference to this Agreement or any other contract between the parties, without first obtaining the other Party's written permission, which may be withheld in such other party's sole discretion.Each party agrees that it shall not negatively reference or disparage the other party.",[]
90,Legal,Client Consent required to assign - Y/N,Client Consent,"Each party agrees that it shall not negatively reference or disparage the other party.Metric Stream may seek Customer's participation in additional marketing activities and engagements from time to time.Participation in these activities and engagements will be based on Customer's consent, approvals and as per internal policies of the Customer.",[]
91,Legal,Client Consent required to assign - Y/N,Client Consent,"Metric Stream may seek Customer's participation in additional marketing activities and engagements from time to time.Participation in these activities and engagements will be based on Customer's consent, approvals and as per internal policies of the Customer.Examples of such activities and engagements include reference calls from prospects, media interviews, video testimonials, case studies, webinars, analyst surveys and presentations at industry conferences.",[]
92,Time,Effective Date,Effective Date,"BOTH PARTIES ACKNOWLEDGE THAT THEY HAVE READ THIS AGREEMENT, UNDERSTAND IT AND AGREE TO BE BOUND BY ITS TERMS AND CONDITIONS.Authorized representatives of each party below have executed this Agreement as of the Effective Date: FEDERAL HOME LOAN BANK OF CHICAGO METRICSTREAM, INC.Signature: Signature Printed Name: From HW Hmon.",[]
93,Time,Effective Date,Effective Date,"BOTH PARTIES ACKNOWLEDGE THAT THEY HAVE READ THIS AGREEMENT, UNDERSTAND IT AND AGREE TO BE BOUND BY ITS TERMS AND CONDITIONS.Authorized representatives of each party below have executed this Agreement as of the Effective Date: FEDERAL HOME LOAN BANK OF CHICAGO METRICSTREAM, INC.Signature: Signature Printed Name: From HW Hmon.",[]
94,Time,"Renewal Potice Date, Renewal Date","Renewal Date, Renewal Notice Date","Printed Name: Title: EVP GA Title: DAVID A. KEEFE UP FINANCE December 29, 2016 Dean bur 29 2016.Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).","['December 29, 2016', 'April 2016']"
95,Time,"Renewal Potice Date, Renewal Date","Renewal Date, Renewal Notice Date","Printed Name: Title: EVP GA Title: DAVID A. KEEFE UP FINANCE December 29, 2016 Dean bur 29 2016.Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).","['December 29, 2016', 'April 2016']"
96,Agreement,Type of Support,Type of Support,"Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.",[]
97,Fee,Cloud Fee,Cloud Fee,"Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.","['40,600', '62,500', '60,000']"
98,Fee,License Fee,License Fee,"Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.","['40,600', '62,500', '60,000']"
99,Fee,Support Fee,Support Fee,"Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.","['40,600', '62,500', '60,000']"
100,Product,License Type,License Type,"Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.",[]
101,Product,"License Type, licensed users","License Type, licensed users","Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.",[]
102,Time,"Renewal Potice Date, Renewal Date","Renewal Date, Renewal Notice Date","Date: Date: 9|Page 1.02 April 2016    MetricStream Exhibit A Order Form No.1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.","['April 2016', 'the first six months']"
103,Fee,Cloud Fee,Cloud Fee,"1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).","['40,600', '62,500', '60,000']"
104,Fee,License Fee,License Fee,"1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).","['40,600', '62,500', '60,000']"
105,Fee,Support Fee,Support Fee,"1 Cloud Services; Premium Cloud Hosting and On-Shore Support and Maintenance Type of License: Renewal of Internal Audit, Enterprise Risk Management and Compliance Management Perpetual License Number of Authorized Users: Maintenance and Support Fee: 30 Regular, 50 Medium, 500 Light Users $40,600 per Year for GRC Licenses $62,500 per year for On-Shore Support Cloud Services Fees: $60,000 per Year for production, test and development environments (“Premium Cloud Hosting“).Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).","['40,600', '62,500', '60,000']"
106,Fee,Cloud Fee,Cloud Fee,"Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).System administration and support services as set forth in the Service Level Agreement in Exhibit B Application and database performance tuning services Backup and Recovery Services Perform periodic backups of data off site.",[]
107,Fee,License Fee,License Fee,"Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).System administration and support services as set forth in the Service Level Agreement in Exhibit B Application and database performance tuning services Backup and Recovery Services Perform periodic backups of data off site.",[]
108,Fee,Support Fee,Support Fee,"Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).System administration and support services as set forth in the Service Level Agreement in Exhibit B Application and database performance tuning services Backup and Recovery Services Perform periodic backups of data off site.",[]
109,Financial,Payment term,Payment term,"Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).System administration and support services as set forth in the Service Level Agreement in Exhibit B Application and database performance tuning services Backup and Recovery Services Perform periodic backups of data off site.",[]
110,Legal,Other Order Form Terms,Other Order Form Terms,"Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).System administration and support services as set forth in the Service Level Agreement in Exhibit B Application and database performance tuning services Backup and Recovery Services Perform periodic backups of data off site.",[]
111,Person,Client Name,Client Name,"Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).System administration and support services as set forth in the Service Level Agreement in Exhibit B Application and database performance tuning services Backup and Recovery Services Perform periodic backups of data off site.","['Attn', 'Tom Harper Email', 'Server Pre-', 'Licensee']"
112,Time,Term Start Date,Term Start Date,"Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).System administration and support services as set forth in the Service Level Agreement in Exhibit B Application and database performance tuning services Backup and Recovery Services Perform periodic backups of data off site.","['the first six months', 'June', 'November', 'November 1st', '60601']"
113,Time,Term Start Date,Term Start Date,"Invoice Schedule: The balance of the first six months fees are due upon signing or commencement of services whichever is the later.Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).System administration and support services as set forth in the Service Level Agreement in Exhibit B Application and database performance tuning services Backup and Recovery Services Perform periodic backups of data off site.","['the first six months', 'June', 'November', 'November 1st', '60601']"
114,Agreement,backup,backup,"Future fees will be invoiced in June and November, Payment Terms: Net 30 Start Date: November 1st, 2016 Invoice Address: Federal Home Loan Bank of Chicago 200 E. Randolph Drive Chicago, IL 60601 Attn: Tom Harper Email: tharper@fhlbc.com Phone: 312-565-5700 Premium OnDemand Cloud Services Description The Premium OnDemand Cloud Services includes and Customer shall receive: Unlimited number of Metric Stream Applications Supports up to 600 active/concurrent users Support up to 20,000 named users Production Environment - Dedicated physical Server Pre-Production Environment - Dedicated Virtual Server Disaster Recovery Environment - Dedicated physical server in a separate Data center Encryption-in-transit Network Intrusion Detection System (NIDS) Oracle's Standard Edition license included (Optional Encryption-At-Rest available at additional cost), Ongoing maintenance of the MetricStream Software that Licensee has licensed as described in Exhibit A (Order Form).System administration and support services as set forth in the Service Level Agreement in Exhibit B Application and database performance tuning services Backup and Recovery Services Perform periodic backups of data off site.All Licensee data will be encrypted for these backups.",[]
115,Agreement,backup,backup,"System administration and support services as set forth in the Service Level Agreement in Exhibit B Application and database performance tuning services Backup and Recovery Services Perform periodic backups of data off site.All Licensee data will be encrypted for these backups.0 Page 0    MetricStream 2 If a MetricStream system fails, the hardware will be replaced as necessary, the operating system, databases and applications reloaded, and the database restored to recover the system.",['MetricStream 2']
116,Agreement,backup,backup,"The recovery of Time Objectives (RTO) is less than twelve (12) hours and the recovery of Point Objectives to the time of crash is less than 4 hours.Backup application servers are not used, nor are redundant locations.If data from the system is accidentally deleted by Licensee, restoration of this data may be charged at Metric Stream's then current hourly rates.",[]
117,Agreement,backup,backup,"Access to the Internet from the Licensee's site and/or computers will be the responsibility of the Licensee.24/7 Network Operations Center (NOC) and Service Operations Control (SOC) Host Intrusion Prevention System (HIPS) Third party Identity Access Management (IAM) integration (LDAP/AD/SSO) Encryption-in-transit Encrypted Backup (Disk onsite and offsite) 30 days IP Filtering Compliance - SOC2, and HIPAA OOOOOOO Page 1    MetricStream Exhibit B Responsibilities & Service Level Agreement This Exhibit B is an additional part of and is incorporated into the Agreement, does not change or supersede any term of the Agreement (unless otherwise specifically provided herein), and applies only to the Services which have been ordered and paid for by Customer as described in an Order Forin(s) to the Agreement.All capitalized terms not otherwise defined herein will have the meanings provided in the Agreement and/or Order Fonns attached thereto.",[]
118,Agreement,breach,breach,"Error(s)"" shall mean any failure of the Cloud Application to materially conform to such Cloud Application's functional specifications set forth in specifications provided by Metric Stream (“Specifications"").Notwithstanding anything contained in the Agreement to the contrary, the term “Error"" shall not include any failure of the Cloud Application to materially conform to such functional specifications set forth in the specifications that: (i) results from Customer's use of the Cloud Application or Cloud Services in a manner that violates any restrictions or obligations on Customer's use that are contained in the Agreement or this Exhibit B; (ii) does not materially affect the operation and use of the Cloud Application or Cloud Services; or (iii) results from the modification by Customer of the Cloud Application or Cloud Services in a fashion not contemplated by the Agreement.14. “",[]
119,Legal,SLA,SLA,"The Parties may agree from time to time to conduct stress testing and/or load testing.To the extent that Customer agrees to proceed with such testing, any resulting interruption or impairment is not included in or covered by the SLA, provided that such interruption or impairment does not last beyond an amount of time that would be reasonably expected based on industry practices and standards.2.4 Support Services.",[]
120,Legal,Client Consent required to assign - Y/N,Client Consent,"Metric Stream will provide phone- and email-based Support Services to Customer to address technical problems related to the Cloud Application and the Metric Stream System used to deliver the Cloud Services to Customer.Customer Responsibilities 3.1 Equipment: Customer agrees that it shall be responsible for providing and maintaining its own Internet access and all necessary telecommunications equipment, software and other materials (""Customer Equipment”) at Customer's location necessary for accessing the Cloud Services and the MetricStream System through the internet.Customer agrees not to knowingly transmit, re-transmit or store materials on or through the Metric Stream System or other software that are harmful to the MetricStreain System, or in violation of any applicable laws or regulations, including without limitation laws relating to infringement of intellectual property and proprietary rights of others, and shall comply with and ensure that its users comply with the terms of the Acceptable Use as set forth in Exhibit C of the Agreement.",[]
121,Legal,Client Consent required to assign - Y/N,Client Consent,"Customer Responsibilities 3.1 Equipment: Customer agrees that it shall be responsible for providing and maintaining its own Internet access and all necessary telecommunications equipment, software and other materials (""Customer Equipment”) at Customer's location necessary for accessing the Cloud Services and the MetricStream System through the internet.Customer agrees not to knowingly transmit, re-transmit or store materials on or through the Metric Stream System or other software that are harmful to the MetricStreain System, or in violation of any applicable laws or regulations, including without limitation laws relating to infringement of intellectual property and proprietary rights of others, and shall comply with and ensure that its users comply with the terms of the Acceptable Use as set forth in Exhibit C of the Agreement.3.2 Notice of Errors.",[]
